"","geneID","base.mean","log2fc","stnderr","wald.stat","pvalue","padj","diffexpressed","idlabel","logchange"
"23","ENSG00000153234.15",35.7639206186864,-2.83753680941867,0.549120048109608,-5.16742526372353,2.3734082198321e-07,0.000125893827312833,"DOWN",9651,3.89999556321775
"24","ENSG00000165092.13",11.8159244331815,-2.89198049455152,0.561616202623419,-5.14938935351672,2.61335884511955e-07,0.000127531911641834,"DOWN",11531,3.89438113039964
"25","ENSG00000196189.13",34.4553252759853,-2.42822841731485,0.471476016805697,-5.15026921998359,2.601128145479e-07,0.000127531911641834,"DOWN",17031,3.89438113039964
"26","ENSG00000105472.13",56.1689931021578,2.43116212793956,0.477623065946166,5.09012713429879,3.57823526322155e-07,0.000155908822183225,"UP",3117,3.80712930933272
"27","ENSG00000117525.14",36.5209975595833,-2.95421400801701,0.579925341267477,-5.09412815373841,3.50349730213327e-07,0.000155908822183225,"DOWN",4731,3.80712930933272
"28","ENSG00000277695.1",38.6719907613614,2.95809888715983,0.580739477340051,5.09367625687986,3.51186252818615e-07,0.000155908822183225,"UP",57755,3.80712930933272
"29","ENSG00000107521.19",115.874116241735,1.933892895937,0.382462357622184,5.05642674996894,4.27184840901114e-07,0.000179712243413572,"Not significant",NA,3.74542233432217
"30","ENSG00000168497.5",6.70979126761755,-4.1123313114427,0.815563886083183,-5.04231658808795,4.59929521361559e-07,0.000187038005353701,"DOWN",12391,3.72807013764342
"31","ENSG00000087460.26",56.1067640986045,-2.48918139912806,0.498874113362751,-4.98959824222844,6.05049972647207e-07,0.000238116440848256,"DOWN",1746,3.62321061751754
"32","ENSG00000163508.13",18.4350643309493,2.76473272079173,0.555133724071232,4.98030042296075,6.34856430384843e-07,0.000242039014084221,"UP",11038,3.61611462478049
"33","ENSG00000184557.4",17.320136787461,-2.80483423358225,0.564815404386445,-4.96593083651661,6.83723207463844e-07,0.000252770397910876,"DOWN",15778,3.59727378789249
"34","ENSG00000160307.10",100.091749192569,2.94106560783595,0.596807051369421,4.92800076856908,8.30752905626963e-07,0.000298093689666146,"UP",10483,3.52564721743325
"35","ENSG00000159388.6",30.1601130334635,-2.89999520844149,0.592574515061988,-4.89389120647236,9.88615038495664e-07,0.000335030651934642,"DOWN",10359,3.47491545756882
"36","ENSG00000175832.13",24.8968338049859,3.25234634980857,0.664491241910352,4.89449091978754,9.85605270728271e-07,0.000335030651934642,"UP",13980,3.47491545756882
"37","ENSG00000170345.10",47.6564230454134,-2.83540106882362,0.580530488800325,-4.88415530885039,1.03873178880977e-06,0.000342500751985926,"DOWN",12811,3.46533847064461
"38","ENSG00000186204.15",33.6677864463594,-2.03885730949518,0.418174489530692,-4.87561379409668,1.08470644535041e-06,0.000348247858770394,"DOWN",16205,3.45811154518989
"39","ENSG00000116678.20",16.5226864334743,-2.9927939675714,0.615434022400958,-4.86289977257966,1.15678429534486e-06,0.000354159831276723,"DOWN",4603,3.45080069792893
"40","ENSG00000170759.11",9.8657526945768,-3.49573745789598,0.718969581601499,-4.86214931389622,1.16117977467778e-06,0.000354159831276723,"DOWN",12904,3.45080069792893
"41","ENSG00000112378.12",48.3619427452139,-2.65793049655685,0.55423768726378,-4.79565095920995,1.62147405013711e-06,0.000482487400284701,"DOWN",4063,3.31651402337361
"42","ENSG00000100985.7",20.6276553248732,2.71355662617881,0.566589628999228,4.78928043736308,1.67380426917966e-06,0.000486200287714091,"UP",2421,3.31318478849432
"43","ENSG00000130598.16",882.080845960579,-2.0284342966467,0.424191070422394,-4.78188825292069,1.7365621145013e-06,0.000492699018532928,"DOWN",6302,3.3074183028482
"44","ENSG00000071575.11",75.0952498027696,2.25431024778005,0.473249684232935,4.76346910074318,1.90292761343729e-06,0.000527629929180341,"UP",1159,3.27767057758888
"45","ENSG00000152558.15",6.60599436279843,-3.81368139023747,0.803997282497901,-4.74340084631744,2.10159831983224e-06,0.000569766655598962,"DOWN",9567,3.24430297052846
"46","ENSG00000135046.14",54.6005646039821,-2.69953729654598,0.570572640627101,-4.73127714917944,2.23111661025076e-06,0.000591730927066507,"DOWN",7005,3.2278757315455
"47","ENSG00000073282.13",7.22062534369158,-3.32599933635755,0.706960237345042,-4.70464838142551,2.54303856591037e-06,0.000660107883066096,"DOWN",1223,3.18038508083474
"48","ENSG00000104419.17",137.147999830948,-1.38143194793164,0.295503570898972,-4.67484011692002,2.94182714847194e-06,0.000734026473846042,"Not significant",NA,3.13428827627206
"49","ENSG00000189129.14",55.2551274056144,-1.71561353253415,0.367023243311284,-4.67440022886801,2.94813911626689e-06,0.000734026473846042,"Not significant",NA,3.13428827627206
"50","ENSG00000130592.17",199.998503789971,-1.83417695292471,0.393131947688777,-4.66555049445317,3.07791897459114e-06,0.000751012229800237,"Not significant",NA,3.12435299070354
"51","ENSG00000248905.10",17.182355930885,3.01096079122645,0.64877079209148,4.64102396089664,3.46686917644808e-06,0.000829329489267973,"UP",39824,3.08127289171564
"52","ENSG00000171603.18",95.743740033993,-2.13458854158658,0.46046568949033,-4.63571681952951,3.55702654504288e-06,0.000834533150952368,"DOWN",13115,3.0785564067502
"53","ENSG00000183696.14",63.4372944492159,2.34017025631651,0.505307951580598,4.63117639252754,3.63593939851579e-06,0.00083695208796024,"UP",15572,3.07729940285508
"54","ENSG00000158008.10",7.50117280456293,3.40323425204492,0.742208590001787,4.58528006532063,4.53378297515976e-06,0.00102429911661017,"UP",10177,2.98957320183288
"55","ENSG00000163520.14",19.3944529001861,-2.17267078731546,0.474486847528936,-4.57899054237318,4.67225321350022e-06,0.00103639071281278,"DOWN",11047,2.98447648741936
"56","ENSG00000152234.16",16.0026443787554,-2.43584928995562,0.532539730808426,-4.57402358741923,4.78445940973111e-06,0.00104232865711999,"DOWN",9524,2.98199532185365
"57","ENSG00000165215.6",45.8004053846345,-2.55406616684056,0.560946387453703,-4.55313774001505,5.28516438899059e-06,0.00109286450077433,"DOWN",11566,2.96143368088096
"58","ENSG00000170421.12",49.301970610411,-1.78182570379122,0.391238980644635,-4.55431537229585,5.25564599917697e-06,0.00109286450077433,"Not significant",NA,2.96143368088096
"59","ENSG00000276115.1",19.5082666654212,2.73818000407695,0.601092052017874,4.55534222235154,5.23003598882468e-06,0.00109286450077433,"UP",56554,2.96143368088096
"60","ENSG00000100234.12",17.8869601601549,-2.35122140100672,0.518282642787493,-4.53656211282917,5.71786547511068e-06,0.00114357309502214,"DOWN",2232,2.94173607089089
"61","ENSG00000116679.16",9.84166940682746,-2.8109434644586,0.619551119571109,-4.53706461930778,5.70426322938892e-06,0.00114357309502214,"DOWN",4604,2.94173607089089
"62","ENSG00000163975.12",27.072195243432,2.66567213259333,0.589113875813886,4.52488430850588,6.04285525244193e-06,0.0011890779690289,"UP",11206,2.92478966732511
"63","ENSG00000105640.13",190.415122042857,-1.72928760575213,0.382555833124282,-4.52035351710433,6.17364506578664e-06,0.00119553126670789,"Not significant",NA,2.92243906130384
"64","ENSG00000171223.6",230.219757837165,-2.59691074278129,0.575855577330755,-4.50965631837529,6.49327338971732e-06,0.00123778023991486,"DOWN",13026,2.9073564547216
"65","ENSG00000075218.19",12.2211358533893,2.94779445820333,0.65601108655023,4.49351317171317,7.00576860167488e-06,0.00131492887600667,"UP",1292,2.88109773735917
"66","ENSG00000087074.8",145.153254690436,-2.21369717540726,0.494129456399003,-4.4799943552034,7.46450132771859e-06,0.00132038188220872,"DOWN",1715,2.87930044352891
"67","ENSG00000089157.16",65.1024344033998,-1.67971587411921,0.374562180193687,-4.48447804647716,7.30926305678512e-06,0.00132038188220872,"Not significant",NA,2.87930044352891
"68","ENSG00000107262.25",215.519749256419,-1.5732524482615,0.3507671640926,-4.48517594949728,7.28537907856577e-06,0.00132038188220872,"Not significant",NA,2.87930044352891
"69","ENSG00000111674.9",21.7771589162938,2.21258104211494,0.494828803182203,4.47140713694516,7.77066013476876e-06,0.00132038188220872,"UP",3931,2.87930044352891
"70","ENSG00000131771.14",24.8075095419291,-2.17969454571201,0.487539150817754,-4.4708092510232,7.79241766549408e-06,0.00132038188220872,"DOWN",6499,2.87930044352891
"71","ENSG00000175164.15",20.712268875324,-1.80005940838332,0.4025427259453,-4.47172260821806,7.75920331202369e-06,0.00132038188220872,"Not significant",NA,2.87930044352891
"72","ENSG00000183087.15",84.2227645632748,-1.78428803034448,0.398968533468879,-4.4722525228513,7.73999498892779e-06,0.00132038188220872,"Not significant",NA,2.87930044352891
"73","ENSG00000069849.11",10.5536075862034,-2.79054595562834,0.624783655293749,-4.46641958697901,7.95395393856618e-06,0.00132929093219873,"DOWN",1085,2.87637995779254
"74","ENSG00000260981.1",11.9387003220861,3.42041304040931,0.766320392092239,4.46342427489208,8.06601128792249e-06,0.00132980186098182,"UP",48098,2.87621306361386
"75","ENSG00000188039.16",25.5953620217757,-2.28133270370392,0.511464177744991,-4.46039586538034,8.18084019569761e-06,0.00133075000516681,"DOWN",16628,2.875903523469
"76","ENSG00000106624.11",344.459582008213,1.99578930596297,0.448785174813644,4.44709276947866,8.70402546932023e-06,0.00139722514112772,"Not significant",NA,2.85473360843748
"77","ENSG00000213639.10",8.85449742647894,-3.41282254523948,0.768812948834957,-4.43908046867733,9.03440363109535e-06,0.00143142499090082,"DOWN",22612,2.84423140481414
"78","ENSG00000173812.11",36.3578631343732,-2.37385938826967,0.535990251940865,-4.42892268968275,9.47049607199547e-06,0.00146253230478917,"DOWN",13603,2.83489453233178
"79","ENSG00000206075.14",10.4201212365919,-3.32575944436433,0.750584931937233,-4.43089023354181,9.38448529752737e-06,0.00146253230478917,"DOWN",20377,2.83489453233178
"80","ENSG00000100448.4",19.2392916354551,2.87309213290868,0.650056751539019,4.41975585378751,9.88124716636717e-06,0.00150519610158836,"UP",2318,2.82240691516008
"81","ENSG00000113657.13",50.2967527168959,-1.51903874820969,0.3438829249677,-4.4173136783467,9.99351510070957e-06,0.00150519610158836,"Not significant",NA,2.82240691516008
"82","ENSG00000138722.10",4.72919452545909,-3.1015798377538,0.702875737740847,-4.41270009934154,1.02089366071796e-05,0.00151889056838525,"DOWN",7733,2.81847351465494
"83","ENSG00000068489.13",19.1115485626411,2.24151098632784,0.508460940053517,4.40842316440652,1.04125947732392e-05,0.00152861730156994,"UP",1045,2.81570122918528
"84","ENSG00000114354.15",6.58081065306239,-3.4174820332131,0.775625406821263,-4.4060986181705,1.05249060108094e-05,0.00152861730156994,"DOWN",4285,2.81570122918528
"85","ENSG00000102575.13",30.5441411556023,1.91375886941101,0.435571072947325,4.3936776068746,1.11449057251242e-05,0.00159962176290018,"Not significant",NA,2.79598269590938
"86","ENSG00000125740.14",1057.84845763929,-3.08696417577708,0.705625576776604,-4.37479065013312,1.21549072639563e-05,0.00170448124850881,"DOWN",5706,2.76840777220801
"87","ENSG00000154153.13",7.56266509215936,-2.87007266235349,0.655796118357152,-4.37647095189183,1.20616257192593e-05,0.00170448124850881,"DOWN",9744,2.76840777220801
"88","ENSG00000118849.10",9.67918206664322,-2.69616142678473,0.617661607719469,-4.36511091686515,1.27058270801296e-05,0.0017614896633816,"DOWN",4855,2.75411990096387
"89","ENSG00000140545.15",169.343777223029,1.8555033896189,0.425522882886806,4.36052551870044,1.29750448341282e-05,0.00177860165141981,"Not significant",NA,2.74992130878063
"90","ENSG00000114315.4",30.1652108398422,-2.31795155062,0.532424526860469,-4.35357770666238,1.33933590213327e-05,0.00179559318747537,"DOWN",4279,2.74579205099118
"91","ENSG00000187688.15",29.5183492267012,2.1158716562753,0.485814224187835,4.35531022133519,1.32878597279536e-05,0.00179559318747537,"UP",16526,2.74579205099118
"92","ENSG00000134352.20",9.6318915055047,-3.07810466124092,0.707594034402037,-4.35009979110708,1.36075592303981e-05,0.00180448068055279,"DOWN",6896,2.74364776329925
"93","ENSG00000136810.13",8.09749781142269,-3.44660343077865,0.793215424088374,-4.34510389751909,1.39209758054623e-05,0.00182619252501764,"DOWN",7341,2.73845343920849
"94","ENSG00000112697.17",17.1684470487145,-2.29959297989232,0.530047484971095,-4.33846597728452,1.43480690896718e-05,0.00186219620099996,"DOWN",4104,2.72997456367548
"95","ENSG00000130702.15",48.9359884833522,-1.92405471154101,0.444166042955288,-4.33183657791394,1.47870683359844e-05,0.00187918993436468,"Not significant",NA,2.72602932246586
"96","ENSG00000146674.15",74.5119695653395,-1.55638397624233,0.359233613091574,-4.33251210221686,1.47417556905478e-05,0.00187918993436468,"Not significant",NA,2.72602932246586
"97","ENSG00000196352.16",24.9163570929472,-2.82687681542725,0.653690545306123,-4.32448784172551,1.52886635265286e-05,0.00192290407240876,"DOWN",17084,2.71604238079672
"98","ENSG00000136826.15",14.4541916309169,-2.97765358481648,0.689173706505194,-4.32061402910477,1.55595625552114e-05,0.00193700676707734,"DOWN",7347,2.71286886203814
"99","ENSG00000136238.18",87.9814722672191,-1.75623811649999,0.407284308186837,-4.31206918901068,1.61733802696431e-05,0.00199308322514794,"Not significant",NA,2.70047456609236
"100","ENSG00000102032.13",36.6064938353058,2.30012107339296,0.535669903145557,4.29391507696475,1.75549645713573e-05,0.002121448210123,"UP",2617,2.67336756598661
"101","ENSG00000111077.18",25.2109214897664,-1.6033470170468,0.373408417688206,-4.29381594280393,1.75628089526576e-05,0.002121448210123,"Not significant",NA,2.67336756598661
"102","ENSG00000198695.2",356.901769824932,-1.61098959369687,0.377093560821955,-4.27212172540253,1.93621827887358e-05,0.00231586892178997,"Not significant",NA,2.63528602532211
"103","ENSG00000226281.4",13.1047645460582,-2.41022475984387,0.564936829179753,-4.26636153876414,1.98686708947116e-05,0.00233074793187962,"DOWN",27091,2.63250469246534
"104","ENSG00000285437.1",21.8804835973737,1.77770819748592,0.416661976874195,4.26654769610205,1.98521067787131e-05,0.00233074793187962,"Not significant",NA,2.63250469246534
"105","ENSG00000134762.17",15.5583635141177,-2.68494411155481,0.631008719483257,-4.2550031856193,2.09046038945028e-05,0.00242891588107556,"DOWN",6960,2.61458752554781
"106","ENSG00000180806.5",6.54922025259289,3.47294595894411,0.81833447832879,4.24391987740342,2.19648804658937e-05,0.00250556245372607,"UP",14944,2.6010947675491
"107","ENSG00000197747.9",36.8819767329155,-1.83053253779534,0.43155333764915,-4.241729533983,2.21803889346243e-05,0.00250556245372607,"Not significant",NA,2.6010947675491
"108","ENSG00000265100.1",23.1752211529703,2.34417406380664,0.552401051697817,4.24360898047129,2.19953478634705e-05,0.00250556245372607,"UP",50142,2.6010947675491
"109","ENSG00000210194.1",105.244615299983,-3.64925375734046,0.861319719477941,-4.23681668353341,2.26711082673544e-05,0.00253750019139196,"DOWN",21614,2.5955939163219
"110","ENSG00000150938.10",6.86146967580276,-2.93281424372553,0.693988960222283,-4.22602434884002,2.37856265799724e-05,0.00263804222068784,"DOWN",9356,2.57871825804476
"111","ENSG00000144063.4",43.0302386404646,2.70824641364181,0.641459316911134,4.22200807166233,2.42135436654024e-05,0.00266130840286404,"UP",8532,2.57490479478302
"112","ENSG00000185664.14",177.33148702117,2.32931022062297,0.55343674976884,4.20881016953768,2.56718948784092e-05,0.00274734313611046,"UP",16051,2.56108709492502
"113","ENSG00000226419.8",51.1112098271065,1.94740670124643,0.46227252754129,4.21268101655141,2.52357328603989e-05,0.00274734313611046,"Not significant",NA,2.56108709492502
"114","ENSG00000265972.6",62.7793202587221,-2.06707700186267,0.490962655942121,-4.21025301383891,2.55084854438889e-05,0.00274734313611046,"DOWN",50581,2.56108709492502
"115","ENSG00000100146.18",21.7459305113867,2.50507787676767,0.597300882040327,4.19399661391851,2.74082074028185e-05,0.00283875144769241,"UP",2205,2.5468726312928
"116","ENSG00000141232.5",7.06747174834929,-2.86348652262122,0.682496507009225,-4.19560612136953,2.72142827025347e-05,0.00283875144769241,"DOWN",8090,2.5468726312928
"117","ENSG00000158747.15",235.333217525481,-1.36549399441712,0.325614163445334,-4.19359520473184,2.74567762973528e-05,0.00283875144769241,"Not significant",NA,2.5468726312928
"118","ENSG00000197355.11",28.2260989026164,1.82035089295692,0.433483975854957,4.1993499053031,2.67682398981784e-05,0.00283875144769241,"Not significant",NA,2.5468726312928
"119","ENSG00000226963.1",54.3212062374809,-2.1535228186455,0.514136321678134,-4.18862221524523,2.80653154973722e-05,0.00287728444594908,"DOWN",27639,2.54101720199578
"120","ENSG00000147403.17",722.593214900482,-1.25042031147972,0.299135505562179,-4.18011332064961,2.91363863653213e-05,0.00294753439634884,"Not significant",NA,2.53054111818967
"121","ENSG00000167363.14",20.3938792942729,2.29859969439008,0.54998913939412,4.17935469948055,2.92337427834598e-05,0.00294753439634884,"UP",12090,2.53054111818967
"122","ENSG00000174718.12",5.47653535733427,-3.36784950436775,0.808908734275692,-4.16344806485909,3.13477353484714e-05,0.00313477353484714,"DOWN",13760,2.50379382839587
"123","ENSG00000163660.12",13.0488625903295,-2.60184231836452,0.627440080159604,-4.14675823339606,3.37215809117872e-05,0.00334474217173824,"DOWN",11103,2.47563735404174
"124","ENSG00000112335.15",5.25676615725808,-3.07433424919819,0.742494197542745,-4.14054986472969,3.46474278259372e-05,0.00339592590352474,"DOWN",4056,2.46904179429422
"125","ENSG00000132688.11",155.666765488956,2.50130576256228,0.604773770011108,4.13593625681937,3.5351031946528e-05,0.00339592590352474,"UP",6645,2.46904179429422
"126","ENSG00000137309.20",144.869019489413,1.50028988303273,0.362655590583228,4.13695506698226,3.51944993951208e-05,0.00339592590352474,"Not significant",NA,2.46904179429422
"127","ENSG00000165502.7",21.0712271717936,-2.00818103978386,0.485167980062865,-4.13914586763053,3.48601258841089e-05,0.00339592590352474,"DOWN",11624,2.46904179429422
"128","ENSG00000124766.7",341.260950204478,1.57179235635712,0.380775804128886,4.12786826083386,3.6614176768759e-05,0.00346637013409333,"Not significant",NA,2.46012506579642
"129","ENSG00000228262.10",12.3067040940677,2.82691470765947,0.684876494970333,4.12762699321712,3.66526022375442e-05,0.00346637013409333,"UP",28642,2.46012506579642
"130","ENSG00000164920.9",12.0369554959175,-2.29069990898378,0.555213464059264,-4.12580035836319,3.69447658462909e-05,0.00346712417942115,"DOWN",11488,2.46003060326095
"131","ENSG00000163464.8",5.64284831332655,-3.10274678112578,0.752683127933746,-4.12224834857584,3.75192386557039e-05,0.00346768720908779,"DOWN",11023,2.45996008348349
"132","ENSG00000166428.14",8.68664757064748,2.61800224755618,0.634982369888631,4.12295265459944,3.74046602031595e-05,0.00346768720908779,"UP",11863,2.45996008348349
"133","ENSG00000135912.11",40.240707957379,1.47491848752949,0.35846963964469,4.11448648480079,3.88042292328412e-05,0.00354839685986753,"Not significant",NA,2.44996781375238
"134","ENSG00000145569.6",8.69454936157057,-2.191429465761,0.532942539257017,-4.11194322903197,3.9234278735642e-05,0.00354839685986753,"DOWN",8729,2.44996781375238
"135","ENSG00000236060.2",11.7070833064291,-2.59184635433758,0.630349270056125,-4.11176228395855,3.92650472198456e-05,0.00354839685986753,"DOWN",34695,2.44996781375238
"136","ENSG00000020633.19",27.4469097249045,1.84821606921286,0.451249574747221,4.09577354227577,4.20761080670764e-05,0.00362176219871755,"Not significant",NA,2.44108006842703
"137","ENSG00000023902.14",30.4452735847376,1.67697580847465,0.410021637850322,4.08996904960129,4.31430755889236e-05,0.00362176219871755,"Not significant",NA,2.44108006842703
"138","ENSG00000055163.20",21.9282875771528,2.03330849142771,0.496769874599742,4.09305917164561,4.25719025575569e-05,0.00362176219871755,"UP",745,2.44108006842703
"139","ENSG00000101197.13",20.5221338715306,2.89017343153402,0.706834006309081,4.08889980637154,4.33424000830133e-05,0.00362176219871755,"UP",2468,2.44108006842703
"140","ENSG00000115310.18",14.7870090982387,-2.43236143139101,0.594531273592396,-4.09122537271035,4.29099874279147e-05,0.00362176219871755,"DOWN",4414,2.44108006842703
"141","ENSG00000118680.14",8.42960056952248,-2.53634080942493,0.619573665793214,-4.09368723923694,4.24566921743763e-05,0.00362176219871755,"DOWN",4842,2.44108006842703
"142","ENSG00000130203.10",342.244422625184,1.77715940482497,0.434568587169673,4.08947967546283,4.32341948043495e-05,0.00362176219871755,"Not significant",NA,2.44108006842703
"143","ENSG00000197253.13",101.350318475264,2.06202663618379,0.502938568842009,4.09995725905751,4.1322644748396e-05,0.00362176219871755,"UP",17379,2.44108006842703
"144","ENSG00000243449.6",75.1690193629798,2.1553622683598,0.52683538771676,4.09114937722934,4.2924053008779e-05,0.00362176219871755,"UP",38502,2.44108006842703
"145","ENSG00000260798.1",4.89878857582391,2.79964361121227,0.682737827398707,4.10061300086326,4.12057162926034e-05,0.00362176219871755,"UP",47964,2.44108006842703
"146","ENSG00000260807.7",32.6129453181504,2.65615446858798,0.648739605216262,4.09433067941417,4.23389686835291e-05,0.00362176219871755,"UP",47971,2.44108006842703
"147","ENSG00000222044.1",16.138662251421,2.78172953805058,0.681742039942054,4.08032565849543,4.49726494625231e-05,0.00373242396899851,"UP",24344,2.4280090302689
"148","ENSG00000163659.13",4.78036132033517,-3.19737135477472,0.784597465960231,-4.07517420523607,4.5979913533166e-05,0.00379023611557179,"DOWN",11102,2.42133373449213
"149","ENSG00000090006.18",312.199999379752,-1.25208295631132,0.307838523607231,-4.06733680255317,4.75534893004318e-05,0.00389364140580717,"Not significant",NA,2.40964404836051
"150","ENSG00000135821.19",57.4946479122394,-1.7020135714212,0.419567539704702,-4.05659020385395,4.97943366227954e-05,0.00404993937865403,"Not significant",NA,2.39255147745523
"151","ENSG00000101361.17",82.1642770039721,1.55342558993385,0.383369376677658,4.05203358545769,5.07743741456134e-05,0.00407132027684219,"Not significant",NA,2.39026473181513
"152","ENSG00000102854.16",189.324858236768,-1.68135113215564,0.414810708888255,-4.05329731400107,5.05007547371415e-05,0.00407132027684219,"Not significant",NA,2.39026473181513
"153","ENSG00000143845.15",4.81851038125537,-2.94382472041896,0.726739527211753,-4.05072878272273,5.10583608489226e-05,0.00407132027684219,"DOWN",8489,2.39026473181513
"154","ENSG00000167895.15",22.323773709235,2.04397627106738,0.504826624186971,4.04886781547869,5.14660009468543e-05,0.00407717669838716,"UP",12235,2.38964046650428
"155","ENSG00000092445.12",29.1258292144764,2.33350205955684,0.576816645483857,4.04548321867411,5.22153062389504e-05,0.00410984991042061,"UP",1974,2.38617403804275
"156","ENSG00000225783.8",11.4767163754222,2.49146583990602,0.616446479986424,4.04165798782871,5.30746042327863e-05,0.00415070622846149,"UP",26694,2.38187800328083
"157","ENSG00000144674.16",29.9460950710708,-1.86609025460179,0.461925825209445,-4.03980499197175,5.34956618249769e-05,0.00415698773417018,"Not significant",NA,2.38122125694437
"158","ENSG00000103994.17",138.310605457976,1.95171308559089,0.484235107324783,4.03050719798771,5.56566244544106e-05,0.00429753682496082,"Not significant",NA,2.36678039321944
"159","ENSG00000104177.18",9.66161531880042,2.77536156014709,0.689835912714718,4.02321988315335,5.74078533179577e-05,0.00440435571986061,"UP",2887,2.35611761228571
"160","ENSG00000186010.19",188.250893981185,1.48792177103868,0.37010179312934,4.02030413972811,5.81230549916032e-05,0.00440435571986061,"Not significant",NA,2.35611761228571
"161","ENSG00000213293.4",26.5444238418516,-1.88188796974131,0.46795231529931,-4.02153789652182,5.78194033682041e-05,0.00440435571986061,"Not significant",NA,2.35611761228571
"162","ENSG00000164307.13",7.48660705721475,-2.87704495951811,0.716525924129709,-4.01526987737753,5.93778104563286e-05,0.00447166226893339,"DOWN",11330,2.34953100482588
"163","ENSG00000133466.14",22.9878844876364,2.02070252601655,0.504181019128949,4.00789091486948,6.12634038650641e-05,0.00447574846399735,"UP",6766,2.3491343287048
"164","ENSG00000137959.16",23.6169812782736,2.40785713305417,0.600780836727788,4.00787938937733,6.12663929088162e-05,0.00447574846399735,"UP",7587,2.3491343287048
"165","ENSG00000168028.14",53.1779733704434,-1.39281345776459,0.34709398097889,-4.01278481936365,6.0006609249655e-05,0.00447574846399735,"Not significant",NA,2.3491343287048
"166","ENSG00000170915.9",254.477861284173,-3.46444983839981,0.863740115307855,-4.01098638004675,6.04655988027763e-05,0.00447574846399735,"DOWN",12944,2.3491343287048
